source_region,destination_region,passengers,bookings,rpk,month
Latin America : Caribbean,Latin America : Central America,56913,26224,121997615.0,2014-01-01
Africa : Central/Western Africa,Africa : Central/Western Africa,751289,190181,518349139.0,2014-10-01
Latin America : Caribbean,Africa : Central/Western Africa,719,504,8963506.0,2014-03-01
Europe : Eastern/Central Europe,Latin America : Lower South America,11439,7169,133152342.0,2014-03-01
Africa : Central/Western Africa,Asia : North East Asia,21269,10098,256317336.0,2014-02-01
Asia : South East Asia,Europe : Eastern/Central Europe,97019,61587,815563024.0,2014-02-01
Africa : Eastern Africa,Middle East,73622,37936,222518368.0,2014-02-01
Africa : North Africa,North America,54041,32139,481853641.0,2014-07-01
Africa : Southern Africa,Africa : Central/Western Africa,43606,24433,208554161.0,2014-01-01
Latin America : Central America,Southwest Pacific,1512,1141,22990508.0,2014-08-01
Asia : South East Asia,Europe : Western Europe,515793,408277,5332463196.0,2014-02-01
Asia : North East Asia,Europe : Western Europe,1133434,463722,10491794163.0,2014-09-01
Asia : North East Asia,Asia : South Asia,220134,64811,1154537245.0,2014-08-01
Asia : North East Asia,North America,921613,351028,9479790291.0,2014-12-01
North America,Latin America : Central America,949980,444881,2675906258.0,2014-09-01
Africa : North Africa,Africa : Southern Africa,5646,3062,40937195.0,2014-01-01
Southwest Pacific,Africa : Southern Africa,14313,7764,167482835.0,2014-03-01
Africa : North Africa,Africa : Southern Africa,5351,2782,40698279.0,2014-12-01
Asia : Central Asia,Asia : Central Asia,324883,125281,306521579.0,2014-02-01
Africa : Eastern Africa,Latin America : Caribbean,2625,201,40507585.0,2014-06-01
Europe : Western Europe,Latin America : Caribbean,247389,115709,1853861149.0,2014-05-01
Africa : North Africa,Middle East,705160,263820,1533612308.0,2014-06-01
Africa : North Africa,North America,59584,52020,525110644.0,2014-09-01
North America,Latin America : Central America,1623041,700579,4754176604.0,2014-12-01
Asia : South East Asia,Africa : Central/Western Africa,9633,5823,119532791.0,2014-11-01
Africa : Southern Africa,North America,45990,32236,693961411.0,2014-06-01
Europe : Eastern/Central Europe,Africa : Central/Western Africa,8206,3998,52732784.0,2014-11-01
Latin America : Caribbean,Asia : South Asia,2221,859,33515151.0,2014-12-01
Europe : Western Europe,Middle East,1031698,553013,4014647809.0,2014-03-01
Asia : Central Asia,Middle East,32830,6256,95272002.0,2014-11-01
Europe : Eastern/Central Europe,Africa : North Africa,44231,11408,141746502.0,2014-03-01
Africa : Central/Western Africa,Asia : South East Asia,10650,7233,126191520.0,2014-05-01
North America,Africa : Southern Africa,35096,19771,545805111.0,2014-11-01
Africa : North Africa,Europe : Western Europe,948232,414306,1840157404.0,2014-01-01
Middle East,Europe : Western Europe,1091283,634432,4023489475.0,2014-06-01
Europe : Eastern/Central Europe,Latin America : Lower South America,12375,8764,143434197.0,2014-11-01
Southwest Pacific,Middle East,41809,21102,526198482.0,2014-07-01
Asia : Central Asia,Asia : South Asia,9119,2249,19824998.0,2014-06-01
Africa : Southern Africa,Asia : South East Asia,15288,9395,169194439.0,2014-05-01
Europe : Eastern/Central Europe,Latin America : Upper South America,2571,1492,28142781.0,2014-12-01
Africa : Eastern Africa,Latin America : Upper South America,330,212,5464993.0,2014-06-01
Latin America : Caribbean,Asia : North East Asia,4463,1290,65543679.0,2014-02-01
North America,Africa : Central/Western Africa,63285,45598,684864972.0,2014-05-01
Middle East,Asia : South East Asia,387103,196719,2744316344.0,2014-04-01
Asia : South East Asia,Africa : Southern Africa,14643,9743,168319336.0,2014-11-01
Latin America : Upper South America,Asia : Central Asia,213,25,3290429.0,2014-12-01
Africa : Southern Africa,Africa : Southern Africa,1260937,610499,1187434503.0,2014-08-01
Africa : Central/Western Africa,North America,53218,32831,591563892.0,2014-10-01
Middle East,North America,253674,166383,2856454446.0,2014-10-01
Latin America : Central America,Latin America : Lower South America,78567,59725,547326351.0,2014-10-01
Africa : North Africa,Africa : Central/Western Africa,38335,23948,136104277.0,2014-09-01
Africa : North Africa,Asia : South Asia,17088,7740,102602536.0,2014-04-01
Latin America : Caribbean,North America,1364065,558740,3705523599.0,2014-06-01
Southwest Pacific,Europe : Eastern/Central Europe,17339,9119,269175700.0,2014-01-01
Africa : Eastern Africa,Africa : Central/Western Africa,27575,12082,94790396.0,2014-09-01
Asia : North East Asia,Europe : Eastern/Central Europe,793702,252974,3340953842.0,2014-08-01
Africa : Central/Western Africa,Asia : South Asia,14245,10398,116985174.0,2014-01-01
Latin America : Lower South America,Latin America : Central America,79927,58203,562301313.0,2014-10-01
Asia : Central Asia,Europe : Western Europe,112190,60366,496674814.0,2014-08-01
Africa : Central/Western Africa,Latin America : Upper South America,539,393,6737042.0,2014-02-01
Africa : Southern Africa,Asia : South Asia,27412,24323,227603723.0,2014-12-01
Africa : Central/Western Africa,Asia : Central Asia,828,86,6824313.0,2014-08-01
Europe : Western Europe,Europe : Western Europe,31902076,9124948,33836225893.0,2014-11-01
North America,Europe : Eastern/Central Europe,182043,90737,1570118504.0,2014-01-01
Asia : South East Asia,Latin America : Lower South America,6275,4236,117517960.0,2014-07-01
Africa : North Africa,Africa : Central/Western Africa,31643,18608,115766400.0,2014-01-01
Europe : Western Europe,Europe : Eastern/Central Europe,3582204,1232015,5769727142.0,2014-05-01
Latin America : Central America,Asia : South Asia,1830,1604,29688317.0,2014-10-01
Africa : North Africa,Africa : Southern Africa,5771,2997,43475443.0,2014-09-01
Europe : Western Europe,Latin America : Central America,151756,89370,1418818023.0,2014-04-01
Asia : South Asia,Asia : North East Asia,225499,77666,1183225029.0,2014-08-01
Africa : Eastern Africa,Latin America : Lower South America,1810,858,28178169.0,2014-02-01
Latin America : Lower South America,Europe : Eastern/Central Europe,17051,8174,194556339.0,2014-10-01
Africa : North Africa,Latin America : Lower South America,1656,1129,17967424.0,2014-08-01
Latin America : Lower South America,Africa : Central/Western Africa,5131,1882,53210568.0,2014-10-01
Middle East,Middle East,4253816,1181420,3913832561.0,2014-01-01
Latin America : Upper South America,Latin America : Central America,135064,88587,343148407.0,2014-07-01
Asia : Central Asia,Asia : North East Asia,75640,15783,211751576.0,2014-02-01
Latin America : Upper South America,Europe : Western Europe,170817,124005,1548673496.0,2014-07-01
North America,North America,40176099,14997579,72627729357.0,2014-09-01
Asia : South Asia,North America,247602,198624,3468219056.0,2014-06-01
Southwest Pacific,Africa : Southern Africa,14628,9322,168695743.0,2014-08-01
Asia : North East Asia,Latin America : Lower South America,32066,16415,585876261.0,2014-07-01
Asia : South Asia,Middle East,1395064,713838,4153457473.0,2014-10-01
Africa : Eastern Africa,Africa : Southern Africa,55089,31416,169578949.0,2014-04-01
Latin America : Central America,Latin America : Upper South America,127064,74228,312229736.0,2014-04-01
Africa : Central/Western Africa,Asia : South Asia,13431,9677,112234801.0,2014-04-01
Latin America : Upper South America,Africa : Southern Africa,957,424,13554316.0,2014-02-01
Latin America : Upper South America,Europe : Western Europe,160647,121559,1455852802.0,2014-01-01
Africa : Central/Western Africa,North America,41304,28689,448883838.0,2014-02-01
Europe : Eastern/Central Europe,Latin America : Upper South America,3213,2502,34683964.0,2014-06-01
Middle East,Latin America : Central America,6201,3541,81295460.0,2014-11-01
Latin America : Caribbean,Asia : South Asia,1454,1017,21743226.0,2014-05-01
North America,Asia : North East Asia,905175,371086,9341071803.0,2014-11-01
Asia : South East Asia,Asia : South East Asia,16237069,864555,14220103466.0,2014-10-01
Latin America : Upper South America,Asia : Central Asia,302,14,4560859.0,2014-02-01
Europe : Eastern/Central Europe,Africa : Eastern Africa,11661,6453,86169693.0,2014-01-01
Africa : North Africa,Latin America : Upper South America,367,226,4138291.0,2014-02-01
Asia : South Asia,Europe : Eastern/Central Europe,50062,15649,307284365.0,2014-12-01
Asia : Central Asia,Asia : South Asia,11168,2450,24539641.0,2014-10-01
Africa : Central/Western Africa,Southwest Pacific,2017,1006,34734734.0,2014-12-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,10793,3206,79864015.0,2014-12-01
Africa : Central/Western Africa,Latin America : Caribbean,2150,499,26606023.0,2014-03-01
Asia : South East Asia,Africa : Eastern Africa,10534,6390,83235696.0,2014-01-01
North America,Europe : Eastern/Central Europe,173394,88228,1484934092.0,2014-11-01
Latin America : Caribbean,Africa : Eastern Africa,1141,182,18679985.0,2014-09-01
Asia : South East Asia,Asia : South Asia,417568,163830,1354335961.0,2014-06-01
Latin America : Upper South America,Africa : Eastern Africa,199,228,3158715.0,2014-09-01
Asia : North East Asia,North America,975869,377858,10125055177.0,2014-06-01
Latin America : Caribbean,Latin America : Lower South America,46094,34325,299237882.0,2014-06-01
Latin America : Lower South America,Asia : North East Asia,34417,18456,644206565.0,2014-04-01
Latin America : Upper South America,Latin America : Upper South America,3313874,1520717,1935743914.0,2014-07-01
Europe : Eastern/Central Europe,Middle East,227465,104925,619573694.0,2014-06-01
Latin America : Central America,Europe : Western Europe,171240,88751,1602364281.0,2014-11-01
Latin America : Upper South America,Asia : South Asia,740,646,11798467.0,2014-04-01
Middle East,Asia : South Asia,1317942,690762,3958391911.0,2014-08-01
Asia : South East Asia,Africa : North Africa,22867,9256,213860447.0,2014-11-01
Asia : South East Asia,Latin America : Lower South America,5766,5618,105313096.0,2014-02-01
Asia : South Asia,Latin America : Upper South America,1502,980,24269055.0,2014-01-01
Asia : North East Asia,Asia : Central Asia,101146,11989,287179584.0,2014-12-01
Asia : Central Asia,Latin America : Caribbean,348,32,4268041.0,2014-12-01
Europe : Eastern/Central Europe,Latin America : Central America,10110,4969,105892843.0,2014-11-01
Asia : South East Asia,Europe : Western Europe,577276,339689,5995310945.0,2014-11-01
Africa : Central/Western Africa,Latin America : Caribbean,2843,480,35770597.0,2014-04-01
Asia : Central Asia,Southwest Pacific,852,242,8456577.0,2014-05-01
Africa : Central/Western Africa,Asia : South East Asia,9273,4305,115494693.0,2014-12-01
Asia : South East Asia,Southwest Pacific,496293,213242,2834987104.0,2014-01-01
Africa : Eastern Africa,Middle East,91241,48980,279181713.0,2014-09-01
Asia : Central Asia,Africa : North Africa,500,181,2582100.0,2014-06-01
Africa : Central/Western Africa,Europe : Eastern/Central Europe,10643,6009,69220117.0,2014-08-01
North America,Asia : North East Asia,1048851,406568,10942820509.0,2014-07-01
Africa : North Africa,Asia : North East Asia,32049,11701,294837001.0,2014-07-01
Europe : Western Europe,Asia : North East Asia,937501,338308,8613546799.0,2014-05-01
Europe : Western Europe,Middle East,1173458,638351,4398676386.0,2014-09-01
Asia : South East Asia,Middle East,384445,254082,2638160160.0,2014-08-01
Africa : Eastern Africa,Europe : Eastern/Central Europe,9158,4226,68316218.0,2014-11-01
Latin America : Upper South America,Latin America : Upper South America,3173009,1302462,1880379810.0,2014-01-01
Latin America : Caribbean,Africa : Eastern Africa,1437,152,23386533.0,2014-08-01
Europe : Western Europe,Africa : Central/Western Africa,272712,134317,1347833063.0,2014-03-01
North America,Latin America : Upper South America,299047,175686,1230443940.0,2014-04-01
Latin America : Upper South America,Africa : North Africa,1788,294,19893816.0,2014-11-01
Asia : South Asia,Middle East,1337296,829093,3967584396.0,2014-08-01
Africa : Central/Western Africa,Middle East,41691,30388,246568006.0,2014-02-01
Asia : South Asia,Asia : South Asia,5546630,1382348,5294786460.0,2014-05-01
Latin America : Caribbean,Africa : North Africa,1951,159,18450278.0,2014-11-01
North America,Europe : Eastern/Central Europe,186584,95356,1599286963.0,2014-03-01
Latin America : Caribbean,Africa : Southern Africa,1716,909,23402094.0,2014-10-01
Africa : North Africa,Africa : Eastern Africa,18647,5812,43497578.0,2014-02-01
Africa : Southern Africa,Latin America : Lower South America,13417,7275,104832322.0,2014-09-01
Europe : Western Europe,Latin America : Central America,180313,106016,1682626481.0,2014-08-01
Southwest Pacific,Latin America : Caribbean,362,306,6875752.0,2014-09-01
Africa : Eastern Africa,Africa : Southern Africa,61693,33424,185329536.0,2014-08-01
Middle East,Africa : Southern Africa,29268,15236,190215258.0,2014-08-01
Europe : Eastern/Central Europe,Latin America : Lower South America,12349,9255,142061099.0,2014-10-01
Latin America : Central America,Latin America : Upper South America,136045,78702,321487718.0,2014-03-01
Southwest Pacific,Asia : Central Asia,1534,271,18414973.0,2014-05-01
Latin America : Caribbean,Europe : Western Europe,261557,120691,2000239788.0,2014-09-01
Asia : South East Asia,Africa : Southern Africa,17410,10540,198953540.0,2014-12-01
Latin America : Lower South America,Middle East,17757,12872,222656364.0,2014-12-01
Africa : Southern Africa,Africa : Central/Western Africa,39859,23935,186360871.0,2014-06-01
Latin America : Caribbean,North America,995531,382309,2700926380.0,2014-10-01
Middle East,Europe : Western Europe,1216642,803422,4500158722.0,2014-08-01
Europe : Eastern/Central Europe,Asia : Central Asia,248782,73521,747228667.0,2014-06-01
Africa : Central/Western Africa,Europe : Western Europe,261672,150184,1316290656.0,2014-06-01
Latin America : Central America,Europe : Western Europe,167285,102128,1551600683.0,2014-03-01
Africa : Southern Africa,Southwest Pacific,20580,14803,257942559.0,2014-12-01
Latin America : Caribbean,Southwest Pacific,275,288,5025934.0,2014-08-01
Latin America : Caribbean,Africa : North Africa,2072,158,19770590.0,2014-04-01
Asia : South Asia,Africa : Eastern Africa,27919,18819,158860171.0,2014-04-01
North America,Asia : Central Asia,11128,2080,132784682.0,2014-02-01
Southwest Pacific,North America,184633,116271,2299182783.0,2014-09-01
Latin America : Upper South America,Africa : Eastern Africa,194,188,2946243.0,2014-08-01
Africa : Eastern Africa,Asia : Central Asia,550,54,3786238.0,2014-09-01
Asia : Central Asia,Latin America : Central America,102,32,1393579.0,2014-10-01
Asia : South East Asia,Asia : South Asia,417159,162408,1336103281.0,2014-11-01
Africa : North Africa,Latin America : Central America,678,586,8093872.0,2014-10-01
Latin America : Upper South America,Middle East,4935,2961,63992220.0,2014-12-01
Europe : Western Europe,Southwest Pacific,217497,158100,3574912027.0,2014-12-01
Asia : South Asia,Africa : Southern Africa,18590,12641,149863243.0,2014-08-01
